,x,y
686,169,224
687,168,224
688,167,224
689,166,224
690,165,224
691,164,224
692,163,224
693,162,224
694,161,224
695,160,224
696,159,224
697,158,224
698,157,224
699,156,224
700,155,224
701,154,224
702,153,224
703,152,224
704,151,224
705,150,224
706,149,224
707,148,224
708,147,224
709,146,224
710,145,224
711,144,224
712,143,224
713,142,224
714,141,224
715,140,224
716,139,224
717,138,224
718,137,224
719,136,224
720,135,224
721,134,224
722,133,224
723,132,224
724,131,224
725,130,224
726,129,224
727,128,224
728,127,224
729,126,224
730,125,224
731,124,224
732,123,224
733,122,224
734,121,224
735,120,224
736,119,224
737,118,224
738,117,224
739,116,224
740,115,224
741,114,224
742,113,224
743,112,224
744,111,224
745,110,224
746,109,224
747,109,223
748,109,222
749,109,221
750,109,220
751,109,219
752,109,218
753,109,217
754,109,216
755,109,215
756,109,214
757,109,213
758,109,212
759,109,211
760,109,210
761,109,209
762,109,208
763,109,207
764,109,206
765,109,205
766,109,204
767,109,203
768,109,202
769,109,201
770,109,200
771,109,199
772,109,198
773,109,197
774,109,196
775,109,195
776,109,194
777,109,193
778,109,192
779,109,191
780,109,190
781,109,189
782,109,188
783,109,187
784,109,186
785,109,185
786,109,184
787,109,183
788,109,182
789,109,181
790,109,180
791,109,179
792,109,178
793,109,177
794,109,176
795,109,175
796,109,174
797,109,173
798,109,172
799,109,171
800,109,170
801,109,169
802,109,168
803,109,167
804,109,166
805,109,165
806,109,164
807,109,163
808,109,162
809,109,161
810,109,160
811,109,159
812,109,158
813,109,157
814,109,156
815,109,155
816,109,154
817,109,153
818,109,152
819,109,151
820,109,150
821,109,149
822,109,148
823,109,147
824,109,146
825,109,145
826,109,144
827,109,143
828,109,142
829,109,141
830,109,140
831,109,139
832,109,138
833,109,137
834,109,136
835,109,135
836,109,134
837,109,133
838,109,132
839,109,131
840,109,130
841,109,129
842,109,128
843,109,127
844,109,126
845,109,125
846,109,124
847,109,123
848,109,122
849,109,121
850,109,120
851,109,119
852,109,118
853,109,117
854,109,116
855,109,115
856,109,114
857,109,113
858,109,112
859,109,111
860,109,110
861,109,109
862,109,108
863,109,107
864,109,106
865,109,105
866,109,104
867,109,103
868,109,102
869,109,101
870,109,100
871,109,99
872,109,98
873,109,97
874,109,96
875,109,95
876,109,94
877,109,93
878,109,92
879,109,91
880,109,90
881,109,89
882,109,88
883,109,87
884,109,86
885,109,85
886,109,84
887,109,83
888,109,82
889,109,81
890,109,80
891,109,79
892,109,78
893,109,77
894,109,76
895,109,75
896,109,74
897,109,73
898,109,72
899,109,71
900,109,70
901,109,69
902,109,68
903,109,67
904,109,66
905,109,65
906,109,64
907,109,63
908,109,62
909,109,61
910,109,60
911,109,59
912,109,58
913,109,57
914,109,56
915,109,55
916,109,54
917,109,53
918,109,53
