,x,y
292,454,293
293,453,293
294,452,293
295,451,294
296,450,294
297,449,294
298,448,294
299,447,295
300,446,295
301,445,295
302,444,295
303,443,296
304,442,296
305,441,296
306,440,296
307,439,296
308,438,296
309,437,297
310,436,297
311,435,297
312,434,297
313,433,297
314,432,298
315,431,298
316,430,298
317,429,298
318,428,298
319,427,298
320,426,298
321,425,298
322,424,299
323,423,299
324,422,299
325,421,299
326,420,299
327,419,299
328,418,299
329,417,299
330,416,299
331,415,300
332,414,300
333,413,300
334,412,300
335,411,300
336,410,300
337,409,300
338,408,300
339,407,300
340,406,300
341,405,300
342,404,300
343,403,300
344,402,300
345,401,300
346,400,300
347,399,300
348,398,300
349,397,300
350,396,300
351,395,300
352,394,300
353,393,300
354,392,300
355,391,300
356,390,300
357,389,300
358,388,300
359,387,299
360,386,299
361,385,299
362,384,299
363,383,299
364,382,299
365,381,299
366,380,299
367,379,299
368,378,298
369,377,298
370,376,298
371,375,298
372,374,298
373,373,298
374,372,298
375,371,298
376,370,297
377,369,297
378,368,297
379,367,297
380,366,297
381,365,296
382,364,296
383,363,296
384,362,296
385,361,296
386,360,296
387,359,295
388,358,295
389,357,295
390,356,295
391,355,294
392,354,294
393,353,294
394,352,294
395,351,293
396,350,293
397,349,293
398,348,293
399,347,292
400,346,292
401,345,292
402,344,291
403,343,291
404,342,291
405,341,290
406,340,290
407,339,290
408,338,289
409,337,289
410,336,289
411,335,288
412,334,288
413,333,287
414,332,287
415,331,286
416,330,286
417,329,286
418,328,285
419,327,285
420,326,284
421,325,284
422,324,283
423,323,283
424,322,282
425,321,282
426,320,281
427,319,281
428,318,280
429,317,280
430,316,279
431,315,279
432,314,278
433,313,278
434,312,277
435,311,276
436,310,276
437,309,275
438,308,274
439,307,274
440,306,273
441,305,273
442,304,272
443,303,271
444,302,270
445,301,269
446,300,269
447,299,268
448,298,267
449,297,266
450,296,266
451,295,265
452,294,264
453,293,263
454,292,262
455,291,261
456,290,260
457,289,259
458,288,258
459,287,257
460,286,256
461,285,255
462,284,254
463,283,253
464,283,252
465,282,251
466,281,250
467,280,249
468,280,248
469,279,247
470,278,246
471,277,245
472,277,244
473,276,243
474,275,242
475,275,241
476,274,240
477,274,239
478,273,238
479,273,237
480,272,236
481,272,235
482,271,234
483,271,233
484,270,232
485,270,231
486,270,230
487,269,229
488,269,228
489,269,227
490,268,226
491,268,225
492,268,224
493,267,223
494,267,222
495,267,221
496,267,220
497,266,219
498,266,218
499,266,217
500,266,216
501,266,215
502,266,214
503,265,213
504,265,212
505,265,211
506,265,210
507,265,209
508,265,208
509,265,207
510,265,206
511,265,205
512,265,204
513,265,203
514,265,202
515,265,201
516,265,200
517,265,199
518,266,198
519,266,197
520,266,196
521,266,195
522,266,194
523,266,193
524,267,192
525,267,191
526,267,190
527,267,189
528,268,188
529,268,187
530,268,186
531,269,185
532,269,184
533,269,183
534,270,182
535,270,181
536,270,180
537,271,179
538,271,178
539,272,177
540,272,176
541,273,175
542,273,174
543,274,173
544,274,172
545,275,171
546,275,170
547,276,169
548,277,168
549,277,167
550,278,166
551,279,165
552,280,164
553,280,163
554,281,162
555,282,161
556,283,160
557,283,159
558,284,158
559,285,157
560,286,156
561,287,155
562,288,154
563,289,153
564,290,152
565,291,151
566,292,150
567,293,149
568,294,148
569,295,147
570,296,146
571,297,146
572,298,145
573,299,144
574,300,143
575,301,143
576,302,142
577,303,141
578,304,140
579,305,140
580,306,139
581,307,138
582,308,138
583,309,137
584,310,136
585,311,136
586,312,135
587,313,135
588,314,134
589,315,133
590,316,133
591,317,132
592,318,132
593,319,131
594,320,131
595,321,130
596,322,130
597,323,129
598,324,129
599,325,128
600,326,128
601,327,127
602,328,127
603,329,126
604,330,126
605,331,126
606,332,125
607,333,125
608,334,124
609,335,124
610,336,124
611,337,123
612,338,123
613,339,123
614,340,122
615,341,122
616,342,122
617,343,121
618,344,121
619,345,121
620,346,120
621,347,120
622,348,120
623,349,119
624,350,119
625,351,119
626,352,118
627,353,118
628,354,118
629,355,118
630,356,117
631,357,117
632,358,117
633,359,117
634,360,116
635,361,116
636,362,116
637,363,116
638,364,116
639,365,116
640,366,115
641,367,115
642,368,115
643,369,115
644,370,115
645,371,114
646,372,114
647,373,114
648,374,114
649,375,114
650,376,114
651,377,114
652,378,114
653,379,113
654,380,113
655,381,113
656,382,113
657,383,113
658,384,113
659,385,113
660,386,113
661,387,113
662,387,113
